GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableShort,0,226,0,4,0,60,0,33,0,31
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableDouble,0,226,0,4,0,61,0,34,0,32
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableInt,0,209,0,4,0,59,0,32,0,30
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableLong,0,216,0,4,0,59,0,32,0,30
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableObject,0,59,0,10,0,18,0,12,0,7
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableBoolean,0,88,0,8,0,27,0,20,0,16
Apache Commons Lang,org.apache.commons.lang3.text.translate,LookupTranslator,0,132,1,15,0,28,1,9,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,EntityArrays,0,3463,0,2,0,284,0,14,0,13
Apache Commons Lang,org.apache.commons.lang3.text.translate,UnicodeUnescaper,0,117,2,14,0,17,2,8,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,JavaUnicodeEscaper,15,34,0,0,3,5,3,3,3,3
Apache Commons Lang,org.apache.commons.lang3.text.translate,OctalUnescaper,2,114,4,20,0,17,4,12,0,4
Apache Commons Lang,org.apache.commons.lang3.text.translate,UnicodeUnpairedSurrogateRemover,0,13,0,4,0,4,0,4,0,2
