GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons IO,org.apache.commons.io.filefilter,HiddenFileFilter,0,16,0,0,0,5,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,DirectoryFileFilter,0,13,0,0,0,5,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,RegexFileFilter,0,72,2,10,0,24,2,9,0,5
Apache Commons IO,org.apache.commons.io.filefilter,FileFilterUtils,17,414,1,33,3,83,3,58,2,42
Apache Commons IO,org.apache.commons.io.filefilter,DelegateFileFilter,5,78,1,9,1,19,1,9,0,5
Apache Commons IO,org.apache.commons.io.filefilter,WildcardFileFilter,2,195,2,24,0,44,2,20,0,9
Apache Commons IO,org.apache.commons.io.filefilter,PrefixFileFilter,6,191,4,22,0,44,4,18,0,9
Apache Commons IO,org.apache.commons.io.filefilter,CanReadFileFilter,0,22,0,0,0,7,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter,22,176,10,20,1,42,7,14,0,6
Apache Commons IO,org.apache.commons.io.filefilter,FalseFileFilter,0,14,0,0,0,6,0,4,0,4
Apache Commons IO,org.apache.commons.io.filefilter,EmptyFileFilter,0,37,1,7,0,8,1,6,0,3
Apache Commons IO,org.apache.commons.io.output,BrokenOutputStream,7,15,0,0,2,6,1,4,1,4
Apache Commons IO,org.apache.commons.io.output,XmlStreamWriter,49,166,8,16,12,44,10,13,3,8
Apache Commons IO,org.apache.commons.io.output,ProxyWriter,30,161,0,6,10,60,0,17,0,14
Apache Commons IO,org.apache.commons.io.output,TeeOutputStream,0,54,0,0,0,20,0,6,0,6
Apache Commons IO,org.apache.commons.io.output,NullOutputStream,0,11,0,0,0,5,0,5,0,5
Apache Commons IO,org.apache.commons.io.output,WriterOutputStream,37,233,2,16,9,69,5,19,3,12
Apache Commons IO,org.apache.commons.io.output,ChunkedWriter,0,45,0,4,0,15,0,5,0,3
Apache Commons IO,org.apache.commons.io.output,ThresholdingOutputStream,14,99,0,6,6,28,3,12,3,9
Apache Commons IO,org.apache.commons.io.output,StringBuilderWriter,0,79,2,4,0,25,2,13,0,12
Apache Commons IO,org.apache.commons.io.output,DeferredFileOutputStream,42,174,11,15,6,48,8,17,0,12
Apache Commons IO,org.apache.commons.io.output,AppendableOutputStream,0,16,0,0,0,6,0,3,0,3
Apache Commons IO,org.apache.commons.io.output,CloseShieldOutputStream,0,10,0,0,0,4,0,2,0,2
Apache Commons IO,org.apache.commons.io.output,ProxyOutputStream,17,66,0,2,5,27,0,10,0,9
Apache Commons IO,org.apache.commons.io.output,DemuxOutputStream,20,30,5,1,8,9,5,3,2,3
Apache Commons IO,org.apache.commons.io.output,FileWriterWithEncoding,31,174,0,12,7,54,3,23,3,17
Apache Commons IO,org.apache.commons.io.output,CountingOutputStream,0,72,0,4,0,17,0,8,0,6
Apache Commons IO,org.apache.commons.io.output,ClosedOutputStream,0,26,0,0,0,4,0,4,0,4
Apache Commons IO,org.apache.commons.io.output,TaggedOutputStream,0,24,0,0,0,7,0,4,0,4
Apache Commons IO,org.apache.commons.io.output,LockableFileWriter,117,144,5,9,34,37,16,11,12,8
Apache Commons IO,org.apache.commons.io.output,ByteArrayOutputStream,25,496,10,36,4,119,10,31,0,18
Apache Commons IO,org.apache.commons.io.output,ChunkedOutputStream,0,45,0,4,0,15,0,5,0,3
Apache Commons IO,org.apache.commons.io.output,NullWriter,4,17,0,0,2,11,2,10,2,10
Apache Commons IO,org.apache.commons.io.monitor,FileAlterationObserver,48,514,10,60,10,113,11,47,3,20
Apache Commons IO,org.apache.commons.io.monitor,FileAlterationListenerAdaptor,0,11,0,0,0,9,0,9,0,9
Apache Commons IO,org.apache.commons.io.monitor,FileAlterationMonitor,4,180,0,26,1,52,0,25,0,12
Apache Commons IO,org.apache.commons.io.monitor,FileEntry,50,123,9,15,16,29,18,14,10,10
Apache Commons IO,org.apache.commons.io.input,TeeInputStream,19,60,4,6,6,18,3,8,1,5
Apache Commons IO,org.apache.commons.io.input,ClosedInputStream,0,10,0,0,0,3,0,3,0,3
Apache Commons IO,org.apache.commons.io.input,NullInputStream,7,271,1,29,3,68,3,28,2,14
Apache Commons IO,org.apache.commons.io.input,Tailer,155,393,25,38,22,103,23,30,7,14
Apache Commons IO,org.apache.commons.io.input,ProxyReader,97,56,4,2,35,19,10,7,7,7
Apache Commons IO,org.apache.commons.io.input,ReaderInputStream,38,221,7,29,6,59,9,21,2,10
Apache Commons IO,org.apache.commons.io.input,InfiniteCircularInputStream,0,27,0,0,0,6,0,2,0,2
Apache Commons IO,org.apache.commons.io.input,ObservableInputStream.Observer,2,7,0,0,1,5,1,5,1,5
Apache Commons IO,org.apache.commons.io.input,ClassLoaderObjectInputStream,10,41,0,2,4,8,0,4,0,3
Apache Commons IO,org.apache.commons.io.input,NullReader,5,252,0,26,2,63,2,26,2,13
Apache Commons IO,org.apache.commons.io.input,TailerListenerAdapter,6,3,0,0,6,1,6,1,6,1
Apache Commons IO,org.apache.commons.io.input,TaggedInputStream,0,24,0,0,0,7,0,4,0,4
Apache Commons IO,org.apache.commons.io.input,ReversedLinesFileReader,235,0,32,0,53,0,22,0,6,0
Apache Commons IO,org.apache.commons.io.input,CharSequenceReader,41,129,6,16,6,33,7,13,1,8
Apache Commons IO,org.apache.commons.io.input,CharSequenceInputStream,74,290,12,34,10,75,12,25,1,13
Apache Commons IO,org.apache.commons.io.input,SwappedDataInputStream,4,97,1,5,1,26,1,18,0,16
Apache Commons IO,org.apache.commons.io.input,BrokenInputStream,7,21,0,0,2,8,1,6,1,6
Apache Commons IO,org.apache.commons.io.input,XmlStreamReaderException,0,43,0,0,0,14,0,7,0,7
Apache Commons IO,org.apache.commons.io.input,CountingInputStream,0,84,0,6,0,20,0,10,0,7
Apache Commons IO,org.apache.commons.io.input,ReversedLinesFileReader.FilePart,334,0,44,0,65,0,27,0,5,0
Apache Commons IO,org.apache.commons.io.input,BoundedInputStream,84,107,9,11,21,23,14,10,9,5
Apache Commons IO,org.apache.commons.io.input,WindowsLineEndingInputStream,5,129,0,26,1,42,1,18,1,5
Apache Commons IO,org.apache.commons.io.input,BoundedReader,0,100,0,12,0,27,0,12,0,6
Apache Commons IO,org.apache.commons.io.input,BOMInputStream,0,359,0,56,0,76,0,46,0,18
Apache Commons IO,org.apache.commons.io.input,ProxyInputStream,38,85,1,3,16,29,2,13,1,12
Apache Commons IO,org.apache.commons.io.input,CloseShieldInputStream,0,10,0,0,0,4,0,2,0,2
Apache Commons IO,org.apache.commons.io.input,MessageDigestCalculatingInputStream,6,22,0,0,2,7,1,3,1,3
Apache Commons IO,org.apache.commons.io.input,MessageDigestCalculatingInputStream.MessageDigestMaintainingObserver,6,13,0,0,2,5,1,2,1,2
Apache Commons IO,org.apache.commons.io.input,DemuxInputStream,12,29,3,1,5,8,3,3,1,3
Apache Commons IO,org.apache.commons.io.input,AutoCloseInputStream,0,24,0,2,0,11,0,5,0,4
Apache Commons IO,org.apache.commons.io.input,BOMInputStream.new Comparator() {...},0,21,0,4,0,8,0,4,0,2
Apache Commons IO,org.apache.commons.io.input,ObservableInputStream,53,179,8,22,15,59,10,20,3,12
Apache Commons IO,org.apache.commons.io.input,XmlStreamReader,106,1268,12,148,26,199,13,91,4,20
Apache Commons IO,org.apache.commons.io.input,UnixLineEndingInputStream,5,111,0,24,1,34,1,17,1,5
Apache Commons IO,org.apache.commons.io,EndianUtils,0,749,0,4,0,113,0,33,0,31
Apache Commons IO,org.apache.commons.io,HexDump,3,293,0,24,2,47,1,16,1,4
Apache Commons IO,org.apache.commons.io,FileCleaningTracker.Tracker,0,27,0,2,0,6,0,4,0,3
Apache Commons IO,org.apache.commons.io,FileCleaningTracker.Reaper,0,50,0,6,0,13,0,5,0,2
Apache Commons IO,org.apache.commons.io,FileDeleteStrategy.ForceFileDeleteStrategy,0,8,0,0,0,4,0,2,0,2
Apache Commons IO,org.apache.commons.io,ThreadMonitor,0,70,1,5,0,26,1,8,0,6
Apache Commons IO,org.apache.commons.io,FileCleaner,31,7,0,0,12,2,7,2,7,2
Apache Commons IO,org.apache.commons.io,LineIterator,5,111,1,17,1,41,1,16,0,8
Apache Commons IO,org.apache.commons.io,FileSystemUtils,104,656,28,75,24,153,25,42,2,12
Apache Commons IO,org.apache.commons.io,FileDeleteStrategy,3,60,0,8,2,13,0,10,0,6
Apache Commons IO,org.apache.commons.io,Charsets,3,70,0,4,1,16,1,6,1,4
Apache Commons IO,org.apache.commons.io,ByteOrderParser,3,33,0,4,2,6,1,3,1,1
Apache Commons IO,org.apache.commons.io,IOExceptionWithCause,4,5,0,0,2,2,1,1,1,1
Apache Commons IO,org.apache.commons.io,DirectoryWalker,1,220,0,26,1,58,1,28,1,15
Apache Commons IO,org.apache.commons.io,CopyUtils,31,135,0,4,9,40,2,13,2,11
Apache Commons IO,org.apache.commons.io,ByteOrderMark,0,295,0,24,0,47,0,21,0,9
Apache Commons IO,org.apache.commons.io,FilenameUtils,22,1334,10,294,9,321,11,182,1,40
Apache Commons IO,org.apache.commons.io,TaggedIOException,3,37,1,7,1,10,2,7,1,4
Apache Commons IO,org.apache.commons.io,IOUtils,346,1668,81,209,48,399,64,212,14,117
Apache Commons IO,org.apache.commons.io,FileUtils,766,2830,198,376,62,630,141,265,4,115
Apache Commons IO,org.apache.commons.io,FileCleaningTracker,6,117,1,9,1,30,2,12,1,8
Apache Commons IO,org.apache.commons.io,DirectoryWalker.CancelException,0,22,0,0,0,8,0,4,0,4
Apache Commons IO,org.apache.commons.io,IOCase,11,225,1,29,1,35,3,27,2,13
Apache Commons IO,org.apache.commons.io,FileExistsException,15,4,0,0,4,2,2,1,2,1
